benchmark,problem_id,config,seed,pass_all_tests,test_pass_rate,tokens_input,tokens_output,latency_seconds,revision_count,timestamp,model,error
HE,HumanEval/58,baseline,123,True,1.0,199,29,1.6727,0,2026-05-22T15:40:58.797972+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/58,baseline,456,True,1.0,199,32,1.7392,0,2026-05-22T15:41:00.582885+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,baseline,42,True,1.0,148,56,3.4384,0,2026-05-22T15:41:02.435198+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,baseline,123,True,1.0,148,93,5.1479,0,2026-05-22T15:41:05.996965+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,baseline,456,True,1.0,148,56,2.9466,0,2026-05-22T15:42:03.572835+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,baseline,42,True,1.0,182,30,2.513,0,2026-05-22T15:42:06.642537+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,baseline,123,True,1.0,182,30,1.6423,0,2026-05-22T15:43:02.002289+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,baseline,456,True,1.0,182,30,1.689,0,2026-05-22T15:43:03.737397+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,baseline,42,True,1.0,168,72,4.4026,0,2026-05-22T15:43:05.522232+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,baseline,123,True,1.0,168,72,4.1367,0,2026-05-22T15:43:10.029304+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,baseline,456,True,1.0,168,72,4.2864,0,2026-05-22T15:44:02.029291+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,baseline,42,True,1.0,187,27,2.1278,0,2026-05-22T15:44:06.417066+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,baseline,123,True,1.0,187,27,1.4847,0,2026-05-22T15:44:08.660219+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,baseline,456,True,1.0,187,27,1.4934,0,2026-05-22T15:44:10.262159+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,baseline,42,True,1.0,227,97,6.2052,0,2026-05-22T15:44:11.872905+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,baseline,123,True,1.0,227,94,5.1128,0,2026-05-22T15:45:07.709263+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,baseline,456,True,1.0,227,94,4.9619,0,2026-05-22T15:46:01.900006+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,baseline,42,True,1.0,205,57,3.817,0,2026-05-22T15:46:06.959471+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,baseline,123,True,1.0,205,58,3.2469,0,2026-05-22T15:46:10.876180+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,baseline,456,True,1.0,205,50,2.7313,0,2026-05-22T15:47:05.225584+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,baseline,42,False,0.0,164,55,3.5392,0,2026-05-22T15:47:08.058851+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,baseline,123,False,0.0,164,55,3.2106,0,2026-05-22T15:47:11.697206+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,baseline,456,False,0.0,164,55,2.9689,0,2026-05-22T15:47:57.060878+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,baseline,42,True,1.0,197,25,2.1863,0,2026-05-22T15:48:00.131512+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,baseline,123,True,1.0,197,25,1.3952,0,2026-05-22T15:48:02.421811+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,baseline,456,True,1.0,197,25,1.5687,0,2026-05-22T15:48:03.910976+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,baseline,42,True,1.0,303,29,2.9193,0,2026-05-22T15:48:53.229343+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,baseline,123,True,1.0,303,42,2.2556,0,2026-05-22T15:48:56.254234+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,baseline,456,True,1.0,303,42,2.2638,0,2026-05-22T15:48:58.605971+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,baseline,42,True,1.0,391,102,7.3341,0,2026-05-22T15:49:00.964862+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,baseline,123,True,1.0,391,102,5.3402,0,2026-05-22T15:49:59.956022+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,baseline,456,True,1.0,391,102,5.6621,0,2026-05-22T15:50:05.408969+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,baseline,42,True,1.0,241,49,3.5802,0,2026-05-22T15:50:54.107435+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,baseline,123,True,1.0,241,49,2.6142,0,2026-05-22T15:50:57.820443+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,baseline,456,True,1.0,241,49,2.7993,0,2026-05-22T15:51:00.565651+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,baseline,42,True,1.0,203,57,3.8588,0,2026-05-22T15:51:44.296527+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,baseline,123,True,1.0,203,57,3.022,0,2026-05-22T15:51:48.265053+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,baseline,456,True,1.0,203,57,3.2489,0,2026-05-22T15:51:51.401528+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,baseline,42,True,1.0,200,93,5.6698,0,2026-05-22T15:52:39.023508+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,baseline,123,True,1.0,200,93,5.2356,0,2026-05-22T15:52:44.795080+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,baseline,456,True,1.0,200,93,4.8748,0,2026-05-22T15:53:40.629831+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,baseline,42,True,1.0,309,29,3.1341,0,2026-05-22T15:53:45.607590+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,baseline,123,True,1.0,309,29,1.5878,0,2026-05-22T15:54:40.828720+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,baseline,456,True,1.0,309,29,1.6492,0,2026-05-22T15:54:42.529065+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,baseline,42,True,1.0,235,69,4.6075,0,2026-05-22T15:54:44.280441+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,baseline,123,True,1.0,235,69,4.2296,0,2026-05-22T15:54:49.002200+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,baseline,456,True,1.0,235,69,3.6648,0,2026-05-22T15:55:31.104863+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,baseline,42,True,1.0,270,60,4.3156,0,2026-05-22T15:55:34.886317+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,baseline,123,True,1.0,270,60,3.3912,0,2026-05-22T15:55:39.318912+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,baseline,456,True,1.0,270,44,2.4164,0,2026-05-22T15:56:29.693701+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,baseline,42,True,1.0,161,141,8.0643,0,2026-05-22T15:56:32.235353+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,baseline,123,True,1.0,161,142,7.3994,0,2026-05-22T15:57:20.667107+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,baseline,456,True,1.0,161,123,7.2663,0,2026-05-22T15:57:28.173748+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,baseline,42,False,0.0,220,27,2.2942,0,2026-05-22T15:58:16.163094+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,baseline,123,False,0.0,220,50,2.9574,0,2026-05-22T15:58:18.556414+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,baseline,456,False,0.0,220,50,2.7196,0,2026-05-22T15:59:04.800240+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,baseline,42,False,0.0,190,26,2.0805,0,2026-05-22T15:59:07.602132+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,baseline,123,False,0.0,190,26,1.4277,0,2026-05-22T15:59:09.779016+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,baseline,456,False,0.0,190,26,1.4468,0,2026-05-22T15:59:11.300169+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,baseline,42,True,1.0,392,49,4.6025,0,2026-05-22T15:59:12.841642+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,baseline,123,True,1.0,392,49,2.6333,0,2026-05-22T16:00:12.164808+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,baseline,456,True,1.0,392,49,2.643,0,2026-05-22T16:00:14.901580+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,baseline,42,True,1.0,225,29,2.4761,0,2026-05-22T16:00:17.645644+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,baseline,123,True,1.0,225,29,1.628,0,2026-05-22T16:01:00.437667+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,baseline,456,True,1.0,225,29,1.6007,0,2026-05-22T16:01:02.147500+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,baseline,42,True,1.0,199,81,5.0252,0,2026-05-22T16:01:03.845895+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,baseline,123,True,1.0,199,81,4.5753,0,2026-05-22T16:01:08.972457+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,baseline,456,True,1.0,199,81,4.3348,0,2026-05-22T16:01:59.564662+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,baseline,42,True,1.0,349,266,16.1022,0,2026-05-22T16:02:04.000907+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,baseline,123,True,1.0,349,266,14.1226,0,2026-05-22T16:03:51.900646+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,baseline,456,True,1.0,349,266,14.0709,0,2026-05-22T16:04:47.961014+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,baseline,42,True,1.0,158,69,4.3251,0,2026-05-22T16:05:57.038403+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,baseline,123,True,1.0,158,69,3.6149,0,2026-05-22T16:06:48.472388+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,baseline,456,True,1.0,158,69,3.6047,0,2026-05-22T16:06:52.201785+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,baseline,42,False,0.0,122,50,3.2492,0,2026-05-22T16:06:55.907282+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,baseline,123,False,0.0,122,47,2.5074,0,2026-05-22T16:07:46.303554+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,baseline,456,False,0.0,122,47,2.5407,0,2026-05-22T16:07:48.909659+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,baseline,42,True,1.0,223,26,2.2375,0,2026-05-22T16:07:51.545887+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,baseline,123,True,1.0,223,26,1.4481,0,2026-05-22T16:07:53.878268+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,baseline,456,True,1.0,223,26,1.7789,0,2026-05-22T16:07:55.420936+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,baseline,42,True,1.0,131,38,2.5449,0,2026-05-22T16:08:47.160033+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,baseline,123,True,1.0,131,38,2.0413,0,2026-05-22T16:08:49.811750+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,baseline,456,True,1.0,131,38,2.0395,0,2026-05-22T16:08:51.966388+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,baseline,42,True,1.0,207,29,2.6605,0,2026-05-22T16:08:54.114415+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,baseline,123,True,1.0,207,29,1.9231,0,2026-05-22T16:09:05.863844+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,baseline,456,False,0.0,207,27,1.5917,0,2026-05-22T16:09:07.891752+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,baseline,42,False,0.0,336,62,4.984,0,2026-05-22T16:09:09.617986+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,baseline,123,True,1.0,336,67,3.8986,0,2026-05-22T16:09:14.708197+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,baseline,456,False,0.0,336,62,3.6374,0,2026-05-22T16:09:18.705540+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,baseline,42,True,1.0,280,56,4.5132,0,2026-05-22T16:09:22.423751+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,baseline,123,True,1.0,280,67,3.9321,0,2026-05-22T16:09:27.056376+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,baseline,456,True,1.0,280,67,3.9368,0,2026-05-22T16:09:31.105078+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,baseline,42,True,1.0,186,112,7.1811,0,2026-05-22T16:09:35.162226+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,baseline,123,True,1.0,186,93,5.5197,0,2026-05-22T16:09:42.441711+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,baseline,456,True,1.0,186,112,6.6817,0,2026-05-22T16:09:48.071939+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,baseline,42,True,1.0,202,50,3.8342,0,2026-05-22T16:09:54.862799+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,baseline,123,True,1.0,202,50,2.9729,0,2026-05-22T16:09:58.808838+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,baseline,456,True,1.0,202,50,3.008,0,2026-05-22T16:10:01.888745+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,baseline,42,False,0.0,185,66,4.6096,0,2026-05-22T16:10:05.010056+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,baseline,123,False,0.0,185,44,2.6521,0,2026-05-22T16:10:09.724375+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,baseline,456,False,0.0,185,43,2.604,0,2026-05-22T16:10:12.482374+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,baseline,42,True,1.0,212,52,4.0116,0,2026-05-22T16:10:15.184950+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,baseline,123,True,1.0,212,52,3.1216,0,2026-05-22T16:10:19.300245+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,baseline,456,True,1.0,212,52,3.1477,0,2026-05-22T16:10:22.526908+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,baseline,42,True,1.0,185,127,8.1117,0,2026-05-22T16:10:25.777712+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,baseline,123,False,0.0,185,147,8.5933,0,2026-05-22T16:10:34.004403+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,baseline,456,True,1.0,185,132,7.9055,0,2026-05-22T16:10:42.695684+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,baseline,42,True,1.0,407,111,8.912,0,2026-05-22T16:10:50.716356+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,baseline,123,True,1.0,407,111,6.5932,0,2026-05-22T16:11:01.633506+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,baseline,456,True,1.0,407,111,6.613,0,2026-05-22T16:11:10.203110+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,baseline,42,False,0.0,251,97,6.8481,0,2026-05-22T16:11:18.853767+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,baseline,123,True,1.0,251,67,3.9849,0,2026-05-22T16:11:25.801254+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,baseline,456,False,0.0,251,97,5.7268,0,2026-05-22T16:11:29.885974+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,baseline,42,True,1.0,233,92,6.654,0,2026-05-22T16:11:35.711879+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,baseline,123,True,1.0,233,93,5.6848,0,2026-05-22T16:11:42.693314+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,baseline,456,True,1.0,233,92,5.6858,0,2026-05-22T16:11:48.708208+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,baseline,42,False,0.0,189,28,2.3927,0,2026-05-22T16:11:54.719207+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,baseline,123,False,0.0,189,28,1.7176,0,2026-05-22T16:11:57.191458+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,baseline,456,False,0.0,189,28,1.745,0,2026-05-22T16:11:58.990699+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,baseline,42,True,1.0,149,44,3.4261,0,2026-05-22T16:12:00.836361+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,baseline,123,True,1.0,149,44,2.9644,0,2026-05-22T16:12:57.510591+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,baseline,456,True,1.0,149,44,2.6663,0,2026-05-22T16:13:00.563668+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,baseline,42,False,0.0,241,49,3.9483,0,2026-05-22T16:13:03.332149+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,baseline,123,False,0.0,241,49,2.9445,0,2026-05-22T16:13:07.367926+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,baseline,456,True,1.0,241,49,2.9138,0,2026-05-22T16:13:10.413801+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,baseline,42,True,1.0,211,70,5.0391,0,2026-05-22T16:13:13.417336+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,baseline,123,True,1.0,211,70,4.1426,0,2026-05-22T16:13:18.636557+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,baseline,456,True,1.0,211,70,4.1419,0,2026-05-22T16:13:22.969910+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,baseline,42,True,1.0,193,19,1.8891,0,2026-05-22T16:13:27.300287+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,baseline,123,True,1.0,193,19,1.196,0,2026-05-22T16:13:29.299023+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,baseline,456,True,1.0,193,19,1.194,0,2026-05-22T16:13:30.602911+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,baseline,42,True,1.0,176,57,4.0662,0,2026-05-22T16:13:31.903961+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,baseline,123,True,1.0,176,60,3.5656,0,2026-05-22T16:13:36.071530+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,baseline,456,True,1.0,176,57,3.4009,0,2026-05-22T16:13:39.738170+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,baseline,42,True,1.0,227,41,3.5555,0,2026-05-22T16:13:43.243157+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,baseline,123,True,1.0,227,41,2.501,0,2026-05-22T16:13:46.896420+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,baseline,456,True,1.0,227,41,2.6509,0,2026-05-22T16:13:49.499357+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,baseline,42,True,1.0,192,49,4.1134,0,2026-05-22T16:13:52.257938+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,baseline,123,True,1.0,192,49,3.3416,0,2026-05-22T16:13:56.496839+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,baseline,456,True,1.0,192,49,3.7037,0,2026-05-22T16:13:59.973058+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,baseline,42,True,1.0,356,74,6.8506,0,2026-05-22T16:14:03.825760+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,baseline,123,True,1.0,356,86,5.2115,0,2026-05-22T16:14:10.807606+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,baseline,456,True,1.0,356,73,4.4792,0,2026-05-22T16:14:16.139251+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,baseline,42,True,1.0,202,116,8.8612,0,2026-05-22T16:14:20.740585+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,baseline,123,True,1.0,202,93,7.1799,0,2026-05-22T16:14:29.714964+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,baseline,456,True,1.0,202,116,9.3431,0,2026-05-22T16:14:37.116055+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,baseline,42,True,1.0,293,101,9.9874,0,2026-05-22T16:14:46.568915+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,baseline,123,True,1.0,293,102,9.997,0,2026-05-22T16:14:56.731572+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,baseline,456,True,1.0,293,101,11.1421,0,2026-05-22T16:15:06.829766+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,baseline,42,True,1.0,205,90,13.2322,0,2026-05-22T16:15:18.075396+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,baseline,123,True,1.0,205,89,11.9443,0,2026-05-22T16:15:31.468056+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,baseline,456,True,1.0,205,90,11.6124,0,2026-05-22T16:15:43.525216+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,baseline,42,True,1.0,377,66,16.6036,0,2026-05-22T16:15:55.258273+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,baseline,123,True,1.0,377,66,11.375,0,2026-05-22T16:16:11.993920+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,baseline,456,True,1.0,377,66,9.8646,0,2026-05-22T16:16:23.505691+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,baseline,42,True,1.0,273,76,14.3533,0,2026-05-22T16:16:33.492684+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,baseline,123,True,1.0,273,83,13.2837,0,2026-05-22T16:16:47.963989+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,baseline,456,True,1.0,273,76,11.0663,0,2026-05-22T16:17:01.358931+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,baseline,42,True,1.0,228,115,20.9505,0,2026-05-22T16:17:12.578480+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,baseline,123,True,1.0,228,104,14.3916,0,2026-05-22T16:17:33.651017+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,baseline,456,True,1.0,228,109,9.6448,0,2026-05-22T16:17:48.170364+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,baseline,42,True,1.0,239,40,5.0969,0,2026-05-22T16:17:57.920130+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,baseline,123,True,1.0,239,40,3.3591,0,2026-05-22T16:18:03.121436+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,baseline,456,True,1.0,239,40,3.488,0,2026-05-22T16:18:06.586938+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,baseline,42,False,0.0,259,73,7.474,0,2026-05-22T16:18:10.151101+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,baseline,123,True,1.0,259,110,13.0542,0,2026-05-22T16:18:17.738655+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,baseline,456,False,0.0,259,73,7.7002,0,2026-05-22T16:18:31.216843+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/114,baseline,42,True,1.0,167,61,6.3264,0,2026-05-22T16:18:39.055366+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/114,baseline,123,True,1.0,167,61,5.6284,0,2026-05-22T16:18:45.516234+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/114,baseline,456,True,1.0,167,61,6.3141,0,2026-05-22T16:18:51.278185+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,baseline,42,False,0.0,402,34,6.9954,0,2026-05-22T16:18:57.865170+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,baseline,123,False,0.0,402,34,2.9429,0,2026-05-22T16:19:04.980310+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,baseline,456,False,0.0,402,34,3.0234,0,2026-05-22T16:19:08.024236+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,baseline,42,True,1.0,247,29,3.8758,0,2026-05-22T16:19:11.163801+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,baseline,123,True,1.0,247,29,2.3072,0,2026-05-22T16:19:15.150941+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,baseline,456,True,1.0,247,29,2.9137,0,2026-05-22T16:19:17.555641+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
