benchmark,problem_id,config,seed,pass_all_tests,test_pass_rate,tokens_input,tokens_output,latency_seconds,revision_count,timestamp,model,error
HE,HumanEval/57,sequential,42,True,1.0,10229,2427,393.6946,0,2026-05-23T19:29:13.033624+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/57,sequential,123,True,1.0,9466,1850,325.7644,0,2026-05-23T19:35:46.745994+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/57,sequential,456,True,1.0,9844,2633,419.9658,0,2026-05-23T19:41:12.527124+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/58,sequential,42,False,0.0,9736,2618,338.0905,0,2026-05-23T19:48:12.514097+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/58,sequential,123,False,0.0,10457,3593,446.8569,0,2026-05-23T19:53:50.622668+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/58,sequential,456,True,1.0,9829,2350,338.958,0,2026-05-23T20:01:17.502651+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,sequential,42,True,1.0,6518,1529,215.5925,0,2026-05-23T20:06:56.483628+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,sequential,123,True,1.0,6746,1761,241.4342,0,2026-05-23T20:10:32.094370+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/59,sequential,456,True,1.0,6866,1648,234.9248,0,2026-05-23T20:14:33.549070+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,sequential,42,True,1.0,7177,1529,201.1927,0,2026-05-23T20:18:28.495583+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,sequential,123,True,1.0,7322,1509,221.6175,0,2026-05-23T20:21:49.708006+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/60,sequential,456,True,1.0,6971,1280,213.984,0,2026-05-23T20:25:31.343352+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,sequential,42,True,1.0,9596,2219,367.9598,0,2026-05-23T20:29:05.348102+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,sequential,123,True,1.0,9926,2655,453.7294,0,2026-05-23T20:35:13.329140+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/61,sequential,456,True,1.0,9595,2643,459.3573,0,2026-05-23T20:42:47.080741+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,sequential,42,True,1.0,10312,2532,467.1062,0,2026-05-23T20:50:26.455892+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,sequential,123,True,1.0,9571,2067,395.83,0,2026-05-23T20:58:13.586174+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/62,sequential,456,False,0.0,9686,1934,380.9363,0,2026-05-23T21:04:49.433643+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,sequential,42,True,1.0,5596,1656,356.0204,0,2026-05-23T21:11:10.391168+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,sequential,123,True,1.0,5340,1409,228.5463,0,2026-05-23T21:17:06.429077+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/63,sequential,456,True,1.0,4965,1211,180.7781,0,2026-05-23T21:20:54.991982+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,sequential,42,False,0.0,9647,2520,401.7593,0,2026-05-23T21:23:55.785185+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,sequential,123,False,0.0,9643,1911,389.153,0,2026-05-23T21:30:37.564142+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/64,sequential,456,False,0.0,9750,1988,297.425,0,2026-05-23T21:37:06.733261+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,sequential,42,False,0.0,9647,1954,240.6464,0,2026-05-23T21:42:04.177472+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,sequential,123,False,0.0,9761,2410,415.6039,0,2026-05-23T21:46:04.841245+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/65,sequential,456,False,0.0,9771,2360,433.3745,0,2026-05-23T21:53:00.463454+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,sequential,42,True,1.0,9621,2186,422.6432,0,2026-05-23T22:00:13.854440+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,sequential,123,True,1.0,9896,2195,426.0253,0,2026-05-23T22:07:16.516654+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/66,sequential,456,True,1.0,10012,3050,640.9313,0,2026-05-23T22:14:22.562113+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,sequential,42,True,1.0,10237,3043,410.1585,0,2026-05-23T22:25:03.516170+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,sequential,123,True,1.0,9891,2043,248.4592,0,2026-05-23T22:31:53.693328+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/67,sequential,456,True,1.0,10297,3070,469.117,0,2026-05-23T22:36:02.172919+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,sequential,42,True,1.0,10405,3273,516.092,0,2026-05-23T22:43:51.313094+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,sequential,123,True,1.0,10463,3939,483.8546,0,2026-05-23T22:52:27.428996+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/68,sequential,456,True,1.0,10800,3196,421.7885,0,2026-05-23T23:00:31.305689+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,sequential,42,True,1.0,9343,1669,256.3115,0,2026-05-23T23:07:33.116139+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,sequential,123,False,0.0,9648,2400,347.995,0,2026-05-23T23:11:49.449997+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/69,sequential,456,True,1.0,9480,1995,299.7856,0,2026-05-23T23:17:37.468258+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,sequential,42,False,0.0,9635,2027,307.7138,0,2026-05-23T23:22:37.274890+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,sequential,123,False,0.0,9881,2487,414.6263,0,2026-05-23T23:27:45.010481+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/70,sequential,456,False,0.0,9995,2173,371.8402,0,2026-05-23T23:34:39.659080+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,sequential,42,True,1.0,9551,2016,316.2607,0,2026-05-23T23:40:51.518542+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,sequential,123,True,1.0,9724,2021,335.8512,0,2026-05-23T23:46:07.799816+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/71,sequential,456,True,1.0,10008,2380,451.1822,0,2026-05-23T23:51:43.670117+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,sequential,42,True,1.0,9959,2712,446.5713,0,2026-05-23T23:59:14.870878+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,sequential,123,True,1.0,9716,2067,384.9701,0,2026-05-24T00:06:41.463627+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/72,sequential,456,True,1.0,10333,3312,540.3643,0,2026-05-24T00:13:06.453731+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,sequential,42,True,1.0,9873,2411,419.2808,0,2026-05-24T00:22:06.837282+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,sequential,123,True,1.0,10027,2590,465.2061,0,2026-05-24T00:29:06.136828+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/73,sequential,456,False,0.0,9873,2408,432.276,0,2026-05-24T00:36:51.364938+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,sequential,42,True,1.0,9363,1789,369.4009,0,2026-05-24T00:44:03.682946+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,sequential,123,True,1.0,9505,1750,361.9681,0,2026-05-24T00:50:13.115272+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/74,sequential,456,True,1.0,9731,2332,379.4846,0,2026-05-24T00:56:15.104250+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,sequential,42,False,0.0,4177,1461,178.4203,0,2026-05-24T01:02:34.608663+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,sequential,123,False,0.0,4831,1910,260.0028,0,2026-05-24T01:05:33.048534+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/75,sequential,456,True,1.0,4438,1652,226.5579,0,2026-05-24T01:09:53.072568+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,sequential,42,False,0.0,10017,2008,336.0464,0,2026-05-24T01:13:39.648279+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,sequential,123,False,0.0,9656,2037,340.3405,0,2026-05-24T01:19:15.715412+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/76,sequential,456,False,0.0,10508,3898,600.5964,0,2026-05-24T01:24:56.077684+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,sequential,42,True,1.0,5891,1530,248.2953,0,2026-05-24T01:34:56.696209+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,sequential,123,True,1.0,5773,1632,260.0372,0,2026-05-24T01:39:05.011114+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/77,sequential,456,False,0.0,5627,1321,217.2918,0,2026-05-24T01:43:25.067928+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,sequential,42,True,1.0,9509,1648,305.7435,0,2026-05-24T01:47:02.380812+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,sequential,123,True,1.0,9734,1810,324.9343,0,2026-05-24T01:52:08.145961+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/78,sequential,456,True,1.0,9536,1889,334.589,0,2026-05-24T01:57:33.095758+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,sequential,42,True,1.0,9608,2101,360.8735,0,2026-05-24T02:03:07.703598+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,sequential,123,True,1.0,9446,1232,379.2922,0,2026-05-24T02:09:08.598171+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/79,sequential,456,False,0.0,9247,1504,393.4229,0,2026-05-24T02:15:27.912084+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,sequential,42,True,1.0,9437,1592,293.2673,0,2026-05-24T02:22:01.355423+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,sequential,123,True,1.0,9545,2339,401.2787,0,2026-05-24T02:26:54.643900+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/80,sequential,456,False,0.0,9428,1813,324.827,0,2026-05-24T02:33:35.942751+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,sequential,42,True,1.0,9983,2835,467.6848,0,2026-05-24T02:39:00.791537+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,sequential,123,False,0.0,10092,2424,420.9077,0,2026-05-24T02:46:48.499320+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/81,sequential,456,False,0.0,10130,2230,388.9829,0,2026-05-24T02:53:49.427779+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,sequential,42,True,1.0,9960,2318,403.4412,0,2026-05-24T03:00:18.431703+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,sequential,123,True,1.0,10019,2206,387.8369,0,2026-05-24T03:07:01.893830+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/82,sequential,456,False,0.0,9984,3101,501.2473,0,2026-05-24T03:13:29.752425+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,sequential,42,False,0.0,4297,1571,238.6163,0,2026-05-24T03:21:51.023995+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,sequential,123,False,0.0,3969,1318,203.1598,0,2026-05-24T03:25:49.659188+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/83,sequential,456,False,0.0,3791,1278,194.9079,0,2026-05-24T03:29:12.840498+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,sequential,42,True,1.0,7835,1394,252.2721,0,2026-05-24T03:32:27.768433+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,sequential,123,True,1.0,7762,1242,228.5917,0,2026-05-24T03:36:40.059831+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/84,sequential,456,True,1.0,7884,1243,236.1833,0,2026-05-24T03:40:28.670214+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,sequential,42,True,1.0,9293,1905,336.74,0,2026-05-24T03:44:24.875002+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,sequential,123,True,1.0,10145,2509,429.4262,0,2026-05-24T03:50:01.635705+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/85,sequential,456,True,1.0,9842,2390,404.8125,0,2026-05-24T03:57:11.084124+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,sequential,42,False,0.0,9713,1965,349.4691,0,2026-05-24T04:03:55.919349+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,sequential,123,False,0.0,10036,2727,455.0003,0,2026-05-24T04:09:45.411100+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/86,sequential,456,False,0.0,9289,1475,280.5831,0,2026-05-24T04:17:20.431418+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,sequential,42,True,1.0,9954,2126,372.8084,0,2026-05-24T04:22:01.032412+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,sequential,123,False,0.0,10329,2899,474.6421,0,2026-05-24T04:28:13.859872+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/87,sequential,456,True,1.0,10118,2896,476.8118,0,2026-05-24T04:36:08.525597+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,sequential,42,False,0.0,10810,3172,522.4566,0,2026-05-24T04:44:05.357501+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,sequential,123,True,1.0,9841,3035,487.4497,0,2026-05-24T04:52:47.837035+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/88,sequential,456,True,1.0,9987,2721,446.9181,0,2026-05-24T05:00:55.307419+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,sequential,42,True,1.0,9752,2553,423.7837,0,2026-05-24T05:08:22.245300+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,sequential,123,True,1.0,9620,2280,390.7608,0,2026-05-24T05:15:26.049185+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/89,sequential,456,True,1.0,9526,1705,312.138,0,2026-05-24T05:21:56.829452+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,sequential,42,True,1.0,9751,2687,445.3175,0,2026-05-24T05:27:08.986897+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,sequential,123,True,1.0,9581,1736,312.0453,0,2026-05-24T05:34:34.327687+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/90,sequential,456,True,1.0,9810,1934,349.1231,0,2026-05-24T05:39:46.393629+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,sequential,42,False,0.0,10072,2935,478.0487,0,2026-05-24T05:45:35.537587+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,sequential,123,False,0.0,10127,3186,508.1428,0,2026-05-24T05:53:33.606560+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/91,sequential,456,False,0.0,10242,2426,413.3188,0,2026-05-24T06:02:01.769949+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,sequential,42,True,1.0,9978,2497,418.3989,0,2026-05-24T06:08:55.111840+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,sequential,123,True,1.0,9894,2545,420.9074,0,2026-05-24T06:15:53.531373+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/92,sequential,456,True,1.0,10006,2656,437.8165,0,2026-05-24T06:22:54.458132+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,sequential,42,True,1.0,9671,1960,347.0008,0,2026-05-24T06:30:12.293738+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,sequential,123,True,1.0,9961,2695,447.17,0,2026-05-24T06:35:59.316276+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/93,sequential,456,False,0.0,9763,2160,374.462,0,2026-05-24T06:43:26.506841+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,sequential,42,True,1.0,9786,2429,405.0643,0,2026-05-24T06:49:40.989787+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,sequential,123,True,1.0,10467,2713,459.1078,0,2026-05-24T06:56:26.075061+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/94,sequential,456,False,0.0,9634,1506,288.0903,0,2026-05-24T07:04:05.202485+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,sequential,42,True,1.0,9701,1691,309.1527,0,2026-05-24T07:08:53.315895+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,sequential,123,True,1.0,9720,2114,367.3557,0,2026-05-24T07:14:02.488907+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/95,sequential,456,True,1.0,9826,2188,376.3781,0,2026-05-24T07:20:09.864460+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,sequential,42,False,0.0,9581,2106,364.6718,0,2026-05-24T07:26:26.264063+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,sequential,123,True,1.0,10113,2822,463.5083,0,2026-05-24T07:32:30.958206+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/96,sequential,456,True,1.0,9875,2378,404.2451,0,2026-05-24T07:40:14.489778+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,sequential,42,False,0.0,9391,1960,339.8472,0,2026-05-24T07:46:58.755875+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,sequential,123,True,1.0,9313,1647,301.6949,0,2026-05-24T07:52:38.618679+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/97,sequential,456,False,0.0,9580,1970,346.2591,0,2026-05-24T07:57:40.332199+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,sequential,42,True,1.0,9222,1554,289.5486,0,2026-05-24T08:03:26.611597+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,sequential,123,True,1.0,9172,1418,272.0834,0,2026-05-24T08:08:16.179115+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/98,sequential,456,True,1.0,9197,1538,288.4612,0,2026-05-24T08:12:48.286719+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,sequential,42,True,1.0,9748,2449,408.589,0,2026-05-24T08:17:36.769326+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,sequential,123,True,1.0,10136,2369,408.8294,0,2026-05-24T08:24:25.381007+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/99,sequential,456,False,0.0,10133,2622,443.0373,0,2026-05-24T08:31:14.230527+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,sequential,42,False,0.0,3750,42012,5462.8636,0,2026-05-24T08:38:37.291678+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,sequential,123,True,1.0,4147,1488,187.7397,0,2026-05-24T10:09:40.206583+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/100,sequential,456,True,1.0,4157,1646,220.739,0,2026-05-24T10:12:47.966127+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,sequential,42,True,1.0,9451,2109,305.5666,0,2026-05-24T10:16:28.725176+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,sequential,123,True,1.0,10044,2532,366.8157,0,2026-05-24T10:21:34.315678+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/101,sequential,456,False,0.0,10119,3051,422.986,0,2026-05-24T10:27:41.152804+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,sequential,42,False,0.0,9683,2095,371.3574,0,2026-05-24T10:34:44.159980+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,sequential,123,True,1.0,9663,2091,321.3058,0,2026-05-24T10:40:55.538033+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/102,sequential,456,True,1.0,9561,1746,272.1374,0,2026-05-24T10:46:16.863859+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,sequential,42,True,1.0,9516,1876,308.417,0,2026-05-24T10:50:49.016153+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,sequential,123,False,0.0,9943,2704,326.7643,0,2026-05-24T10:55:57.450312+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/103,sequential,456,True,1.0,10113,2651,320.2446,0,2026-05-24T11:01:24.234540+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,sequential,42,True,1.0,9129,1128,275.5575,0,2026-05-24T11:06:44.501590+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,sequential,123,False,0.0,9691,2594,397.3878,0,2026-05-24T11:11:20.081318+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/104,sequential,456,True,1.0,9516,2450,325.9387,0,2026-05-24T11:17:57.490835+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,sequential,42,True,1.0,10090,2784,337.1436,0,2026-05-24T11:23:23.449026+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,sequential,123,True,1.0,9556,1949,230.8399,0,2026-05-24T11:29:00.613051+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/105,sequential,456,False,0.0,10228,3182,365.7295,0,2026-05-24T11:32:51.472536+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,sequential,42,True,1.0,9742,2168,292.5859,0,2026-05-24T11:38:57.220096+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,sequential,123,False,0.0,9615,1992,287.8509,0,2026-05-24T11:43:49.829188+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/106,sequential,456,True,1.0,10189,3216,470.5469,0,2026-05-24T11:48:37.699845+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,sequential,42,True,1.0,7110,1303,203.7143,0,2026-05-24T11:56:28.266039+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,sequential,123,True,1.0,7119,1487,215.8642,0,2026-05-24T11:59:51.998322+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/107,sequential,456,True,1.0,7331,1383,177.2283,0,2026-05-24T12:03:27.878595+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,sequential,42,False,0.0,9998,2490,325.4967,0,2026-05-24T12:06:25.127779+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,sequential,123,True,1.0,9794,2126,327.6093,0,2026-05-24T12:11:50.645501+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/108,sequential,456,False,0.0,9674,2325,269.2381,0,2026-05-24T12:17:18.273731+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,sequential,42,False,0.0,9638,2039,256.3687,0,2026-05-24T12:21:47.531203+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,sequential,123,True,1.0,10476,2767,390.5739,0,2026-05-24T12:26:03.921246+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/109,sequential,456,False,0.0,10344,2948,521.9025,0,2026-05-24T12:32:34.516510+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,sequential,42,True,1.0,10145,3026,706.6899,0,2026-05-24T12:41:16.441288+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,sequential,123,False,0.0,10072,2962,909.5751,0,2026-05-24T12:53:03.155311+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/110,sequential,456,True,1.0,9579,2315,942.2443,0,2026-05-24T13:08:12.756794+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,sequential,42,False,0.0,9800,2276,968.9946,0,2026-05-24T13:23:55.026137+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,sequential,123,True,1.0,9871,2533,1060.2063,0,2026-05-24T13:40:04.047752+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/111,sequential,456,False,0.0,9794,1927,856.5939,0,2026-05-24T13:57:44.279912+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,sequential,42,False,0.0,9392,1532,713.4619,0,2026-05-24T14:12:00.899642+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,sequential,123,True,1.0,10154,2471,1052.8561,0,2026-05-24T14:23:54.387128+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/112,sequential,456,True,1.0,9663,1784,808.3792,0,2026-05-24T14:41:27.270038+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,sequential,42,True,1.0,9815,2198,958.0215,0,2026-05-24T14:54:55.675439+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,sequential,123,True,1.0,9360,1950,867.1583,0,2026-05-24T15:10:53.724204+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/113,sequential,456,True,1.0,9738,2219,1025.6701,0,2026-05-24T15:25:20.906820+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/114,sequential,42,False,0.0,9607,2110,993.6517,0,2026-05-24T15:42:26.605213+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
